image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,us_state_response_2.text,us_state_response_3.text,country_response.text,okay_states_trials.thisRepN,okay_states_trials.thisTrialN,okay_states_trials.thisN,okay_states_trials.thisIndex,wider_states_trials.thisRepN,wider_states_trials.thisTrialN,wider_states_trials.thisN,wider_states_trials.thisIndex,taller_states_trials.thisRepN,taller_states_trials.thisTrialN,taller_states_trials.thisN,taller_states_trials.thisIndex,okay_country_trials.thisRepN,okay_country_trials.thisTrialN,okay_country_trials.thisN,okay_country_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,States_Naming_Task.started,stimuli_prompt.started,okay_state_pics.started,us_state_response.started,States_Naming_Task.stopped,okay_states_trials.us_state_response.text,stimuli_prompt.stopped,okay_state_pics.stopped,us_state_response.stopped,States_Naming_Task_2.started,stimuli_prompt_2.started,wider_state_pics.started,us_state_response_2.started,States_Naming_Task_2.stopped,wider_states_trials.us_state_response_2.text,stimuli_prompt_2.stopped,wider_state_pics.stopped,us_state_response_2.stopped,States_Naming_Task_3.started,stimuli_prompt_3.started,taller_state_pics.started,us_state_response_3.started,stimuli_prompt_3.stopped,taller_state_pics.stopped,us_state_response_3.stopped,States_Naming_Task_3.stopped,taller_states_trials.us_state_response_3.text,instructions_countries_task.started,task_instructions_2.started,instructions_resp_2.started,instructions_countries_task.stopped,instructions_resp_2.keys,instructions_resp_2.rt,instructions_resp_2.duration,Country_Naming_Task.started,stimuli_prompt_4.started,country_response.started,okay_country_pics.started,Country_Naming_Task.stopped,okay_country_trials.country_response.text,stimuli_prompt_4.stopped,country_response.stopped,okay_country_pics.stopped,Country_Naming_Task_2.started,text_2.started,tall_country_trials.started,textbox.started,text_2.stopped,tall_country_trials.stopped,textbox.stopped,Country_Naming_Task_2.stopped,textbox.text,Finish_Screen.started,text.started,Finish_Screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036943000013707206,0.016612899999017827,0.016612899999017827,18.41764150000381,space,18.389158900004986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Florida-Outline-Map.jpg,Florida,0,0,0, Florida,,,,0,0,0,6,,,,,,,,,,,,,18.733514799998375,,,,,,,,,18.5163459999967,18.938108200003626,18.938108200003626,18.938108200003626,25.925574799999595, Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Iowa-Outline-Map.jpg,Iowa,1,1,0,Idaho,,,,0,1,1,10,,,,,,,,,,,,,26.4351650000026,,,,,,,,,26.161755399996764,26.443065300001763,26.443065300001763,26.443065300001763,33.440993800002616,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Ohio-Outline-Map.jpg,Ohio,2,2,0,Ohio,,,,0,2,2,23,,,,,,,,,,,,,33.64014260000113,,,,,,,,,33.55917159999808,33.939770800003316,33.939770800003316,33.939770800003316,40.929126499999256,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Vermont-Outline-Map.jpg,Vermont,3,3,0,Minnesota,,,,0,3,3,30,,,,,,,,,,,,,41.02960760000133,,,,,,,,,40.9881721999991,41.44369710000319,41.44369710000319,41.44369710000319,48.440953099998296,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/North-Dakota-Outline-Map.jpg,North Dakota,4,4,0,Wyoming,,,,0,4,4,22,,,,,,,,,,,,,48.54618469999696,,,,,,,,,48.48817540000164,48.933580700002494,48.933580700002494,48.933580700002494,55.92543899999873,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Arizona-Outline-Map.jpg,Arizona,5,5,0,New Mexico,,,,0,5,5,0,,,,,,,,,,,,,55.95531369999662,,,,,,,,,55.94336179999664,56.43544709999696,56.43544709999696,56.43544709999696,63.42073260000325,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Hawaii-Outline-Map.jpg,Hawaii,6,6,0,Hawaii,,,,0,6,6,7,,,,,,,,,,,,,63.49463079999987,,,,,,,,,63.46764429999894,63.926076199997624,63.926076199997624,63.926076199997624,70.92179190000024,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Wisconsin-Outline-Map.jpg,Wisconsin,7,7,0,,,,,0,7,7,33,,,,,,,,,,,,,71.0399413999985,,,,,,,,,70.98562059999676,71.44404020000366,71.44404020000366,71.44404020000366,78.418708899997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Louisiana-Outline-Map.jpg,Louisiana,8,8,0,Louisiana,,,,0,8,8,12,,,,,,,,,,,,,78.51589909999893,,,,,,,,,78.4781559999974,78.94134140000097,78.94134140000097,78.94134140000097,85.92757729999721,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/New-York-Outline-Map.jpg,New York,9,9,0,New York,,,,0,9,9,21,,,,,,,,,,,,,85.97877999999764,,,,,,,,,85.96674480000365,86.42670779999753,86.42670779999753,86.42670779999753,93.4240248999995,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Colorado-Outline-Map.jpg,Colorado,10,10,0,Colorado,,,,0,10,10,3,,,,,,,,,,,,,93.51469799999904,,,,,,,,,93.48503899999923,93.93337330000213,93.93337330000213,93.93337330000213,100.92748769999889,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Delaware-Outline-Map.jpg,Delaware,11,11,0,Rhode Island,,,,0,11,11,5,,,,,,,,,,,,,100.99256050000258,,,,,,,,,100.96625179999683,101.43332940000255,101.43332940000255,101.43332940000255,108.42178530000092,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/California-Outline-Map.jpg,California,12,12,0,California,,,,0,12,12,2,,,,,,,,,,,,,108.57800190000125,,,,,,,,,108.4917701000013,108.92684030000237,108.92684030000237,108.92684030000237,115.9157281000007,California,116.01354410000204,116.01354410000204,116.01354410000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/New-Mexico-Outline-Map.jpg,New Mexico,13,13,0,Wyoming,,,,0,13,13,20,,,,,,,,,,,,,116.01354410000204,,,,,,,,,115.97993080000015,116.42869800000335,116.42869800000335,116.42869800000335,123.41308849999768,Wyoming,123.57096779999847,123.57096779999847,123.57096779999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Texas-Outline-Map.jpg,Texas,14,14,0,Texas,,,,0,14,14,28,,,,,,,,,,,,,123.57096779999847,,,,,,,,,123.52953420000267,123.9392291999975,123.9392291999975,123.9392291999975,130.92602110000007,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
states/Idaho-Outline-Map.jpg,Idaho,15,15,0,Iowa,,,,0,15,15,8,,,,,,,,,,,,,131.00254110000242,,,,,,,,,130.97590409999975,131.43529370000033,131.43529370000033,131.43529370000033,138.42037990000244,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,098930,001,2025-04-11_21h43.00.569,state_naming_task,2024.2.4,59.811510007350506,2025-04-11 21h43.14.738028 -0600,
