image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,us_state_response_2.text,us_state_response_3.text,country_response.text,okay_states_trials.thisRepN,okay_states_trials.thisTrialN,okay_states_trials.thisN,okay_states_trials.thisIndex,wider_states_trials.thisRepN,wider_states_trials.thisTrialN,wider_states_trials.thisN,wider_states_trials.thisIndex,taller_states_trials.thisRepN,taller_states_trials.thisTrialN,taller_states_trials.thisN,taller_states_trials.thisIndex,okay_country_trials.thisRepN,okay_country_trials.thisTrialN,okay_country_trials.thisN,okay_country_trials.thisIndex,thisRow.t,notes,instructions_states_task.started,task_instructions.started,instruction_resp.started,instructions_states_task.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,States_Naming_Task.started,stimuli_prompt.started,okay_state_pics.started,us_state_response.started,States_Naming_Task.stopped,okay_states_trials.us_state_response.text,stimuli_prompt.stopped,okay_state_pics.stopped,us_state_response.stopped,States_Naming_Task_2.started,stimuli_prompt_2.started,wider_state_pics.started,us_state_response_2.started,States_Naming_Task_2.stopped,wider_states_trials.us_state_response_2.text,stimuli_prompt_2.stopped,wider_state_pics.stopped,us_state_response_2.stopped,States_Naming_Task_3.started,stimuli_prompt_3.started,taller_state_pics.started,us_state_response_3.started,States_Naming_Task_3.stopped,taller_states_trials.us_state_response_3.text,stimuli_prompt_3.stopped,taller_state_pics.stopped,us_state_response_3.stopped,instructions_countries_task.started,task_instructions_2.started,instructions_resp_2.started,instructions_countries_task.stopped,instructions_resp_2.keys,instructions_resp_2.rt,instructions_resp_2.duration,Country_Naming_Task.started,stimuli_prompt_4.started,country_response.started,okay_country_pics.started,stimuli_prompt_4.stopped,country_response.stopped,okay_country_pics.stopped,Country_Naming_Task.stopped,okay_country_trials.country_response.text,Country_Naming_Task_2.started,text_2.started,tall_country_trials.started,textbox.started,Country_Naming_Task_2.stopped,textbox.text,Finish_Screen.started,text.started,Finish_Screen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037900299998000264,0.052489699999568984,0.052489699999568984,1.9242487000010442,space,1.8564313000024413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/West-Virginia-Outline-Map.jpg,West Virginia,0,0,0, West virginia,,,,0,0,0,32,,,,,,,,,,,,,2.5035538000011,,,,,,,,,2.1291874000016833,2.5114248999962,2.5114248999962,2.5114248999962,9.434996500000125, West virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/Missouri-Outline-Map.jpg,Missouri,1,1,0,,,,,0,1,1,17,,,,,,,,,,,,,9.744634099995892,,,,,,,,,9.533624700001383,9.948597800001153,9.948597800001153,9.948597800001153,16.938794399997278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/Indiana-Outline-Map.jpg,Indiana,2,2,0,,,,,0,2,2,9,,,,,,,,,,,,,17.046892799997295,,,,,,,,,17.00657620000129,17.43860709999717,17.43860709999717,17.43860709999717,24.434364799999457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/California-Outline-Map.jpg,California,3,3,0,,,,,0,3,3,2,,,,,,,,,,,,,24.616659899998922,,,,,,,,,24.53211089999968,24.93604619999678,24.93604619999678,24.93604619999678,31.92098139999871,,32.046006799995666,32.046006799995666,32.046006799995666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/Delaware-Outline-Map.jpg,Delaware,4,4,0,,,,,0,4,4,5,,,,,,,,,,,,,32.046006799995666,,,,,,,,,31.996515799997724,32.43452850000176,32.43452850000176,32.43452850000176,39.43625769999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/Hawaii-Outline-Map.jpg,Hawaii,5,5,0,,,,,0,5,5,7,,,,,,,,,,,,,39.522661899995,,,,,,,,,39.48355679999804,39.95240090000152,39.95240090000152,39.95240090000152,46.94152999999642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/Oregon-Outline-Map.jpg,Oregon,6,6,0,,,,,0,6,6,24,,,,,,,,,,,,,47.07774829999835,,,,,,,,,47.0179427999974,47.43554619999486,47.43554619999486,47.43554619999486,54.41938449999725,,54.496240899999975,54.496240899999975,54.496240899999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/New-York-Outline-Map.jpg,New York,7,7,0,,,,,0,7,7,21,,,,,,,,,,,,,54.496240899999975,,,,,,,,,54.47995709999668,54.94564939999691,54.94564939999691,54.94564939999691,61.942875799999456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
states/New-Jersey-Outline-Map.jpg,New Jersey,8,8,0,,,,,0,8,8,19,,,,,,,,,,,,,62.04376069999853,,,,,,,,,62.0171629999968,62.44464560000051,62.44464560000051,62.44464560000051,69.4315385000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079527,001,2025-04-11_21h55.59.593,state_naming_task,2024.2.4,59.55057183516299,2025-04-11 21h56.06.779639 -0600,
