image_file,correct_answer,thisN,thisTrialN,thisRepN,us_state_response.text,trials_us_states.thisRepN,trials_us_states.thisTrialN,trials_us_states.thisN,trials_us_states.thisIndex,thisRow.t,notes,instructions_states.started,task_instructions.started,instruction_resp.started,instructions_states.stopped,instruction_resp.keys,instruction_resp.rt,instruction_resp.duration,State_Naming_Task.started,stimuli_prompt.started,state_pics.started,us_state_response.started,stimuli_prompt.stopped,state_pics.stopped,us_state_response.stopped,State_Naming_Task.stopped,trials_us_states.us_state_response.text,instructions_countries.started,text.started,key_resp.started,text.stopped,instructions_countries.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Country_Naming_Task.started,Country_Naming_Task.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,0.0032396,0.0294552,0.0294552,1.111388999997871,space,1.0605380999986664,None,,,,,,,,,,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/South-Carolina-Outline-Map.jpg,South Carolina,0,0,0, okay,0,0,0,39,1.2322424999983923,,,,,,,,,1.200515999997151,1.6187952999971458,1.6187952999971458,1.6187952999971458,8.734547299998667,8.734547299998667,8.734547299998667,8.606865699999616, okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Minnesota-Outline-Map.jpg,Minnesota,1,1,0,okay,0,1,1,22,8.734547299998667,,,,,,,,,8.695148299997527,9.119279499998811,9.119279499998811,9.119279499998811,16.27366129999791,16.27366129999791,16.27366129999791,16.1115135,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/California-Outline-Map.jpg,California,2,2,0,"okay
",0,2,2,4,16.27366129999791,,,,,,,,,16.22489499999938,16.6332056,16.6332056,16.6332056,,,,23.62286419999873,"okay
",,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Missouri-Outline-Map.jpg,Missouri,3,3,0,okay,0,3,3,24,23.709031499998673,,,,,,,,,23.67783849999978,24.13624009999694,24.13624009999694,24.13624009999694,,,,31.118315099996835,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Maryland-Outline-Map.jpg,Maryland,4,4,0,needs to be slightly wider,0,4,4,19,31.18977989999985,,,,,,,,,31.164872399996966,31.6372112,31.6372112,31.6372112,,,,38.624062299997604,needs to be slightly wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Nevada-Outline-Map.jpg,Nevada,5,5,0,needs to be slightly less wid,0,5,5,27,38.704590800000005,,,,,,,,,38.662929399997665,39.126180100000056,39.126180100000056,39.126180100000056,46.29127729999891,46.29127729999891,46.29127729999891,46.11199089999718,needs to be slightly less wid,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Texas-Outline-Map.jpg,Texas,6,6,0,okay,0,6,6,42,46.29127729999891,,,,,,,,,46.22372859999814,46.620197799999005,46.620197799999005,46.620197799999005,53.70964809999714,53.70964809999714,53.70964809999714,53.60368439999729,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Arkansas-Outline-Map.jpg,Arkansas,7,7,0,okay,0,7,7,3,53.70964809999714,,,,,,,,,53.67363299999852,54.12698189999719,54.12698189999719,54.12698189999719,,,,61.122594799999206,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Oregon-Outline-Map.jpg,Oregon,8,8,0,okay,0,8,8,36,61.235186499998235,,,,,,,,,61.200614999997924,61.6294477,61.6294477,61.6294477,,,,68.62283949999983,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Iowa-Outline-Map.jpg,Iowa,9,9,0,okay,0,9,9,14,68.71292189999804,,,,,,,,,68.68507079999836,69.1260454,69.1260454,69.1260454,,,,76.1257819,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Arizona-Outline-Map.jpg,Arizona,10,10,0,okay,0,10,10,2,76.15629379999882,,,,,,,,,76.14487409999856,76.63655680000011,76.63655680000011,76.63655680000011,,,,83.63167849999809,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Tennessee-Outline-Map.jpg,Tennessee,11,11,0,needs lsightl wider,0,11,11,41,83.67813029999888,,,,,,,,,83.6618857,84.12037599999894,84.12037599999894,84.12037599999894,,,,91.1133051,needs lsightl wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Indiana-Outline-Map.jpg,Indiana,12,12,0,okay,0,12,12,13,91.19637809999767,,,,,,,,,91.16689479999695,91.6283142,91.6283142,91.6283142,,,,98.62957459999961,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Vermont-Outline-Map.jpg,Vermont,13,13,0,okay,0,13,13,44,98.739841,,,,,,,,,98.70422219999818,99.12620109999989,99.12620109999989,99.12620109999989,,,,106.12747989999843,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Kentucky-Outline-Map.jpg,Kentucky,14,14,0,needs slightly wider,0,14,14,16,106.2041864999992,,,,,,,,,106.17845519999901,106.63170829999945,106.63170829999945,106.63170829999945,,,,113.61163319999832,needs slightly wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Alaska-Outline-Map.jpg,Alaska,15,15,0,needs slightly wider,0,15,15,1,113.69125329999952,,,,,,,,,113.65954289999718,114.11748159999843,114.11748159999843,114.11748159999843,,,,121.12082539999756,needs slightly wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Ohio-Outline-Map.jpg,Ohio,16,16,0,needs slightly ,0,16,16,34,121.26556639999762,,,,,,,,,121.21780089999811,121.62394049999784,121.62394049999784,121.62394049999784,128.67281209999783,128.67281209999783,128.67281209999783,128.6117712999985,needs slightly ,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/New-Hampshire-Outline-Map.jpg,New Hampshire,17,17,0,needs less wider,0,17,17,28,128.67281209999783,,,,,,,,,128.64857519999714,129.13592099999732,129.13592099999732,129.13592099999732,,,,136.11476819999734,needs less wider,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/New-Mexico-Outline-Map.jpg,New Mexico,18,18,0,okay,0,18,18,30,136.28732049999962,,,,,,,,,136.21930040000007,136.6215505,136.6215505,136.6215505,143.74812149999707,143.74812149999707,143.74812149999707,143.6063721999999,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Wyoming-Outline-Map.jpg,Wyoming,19,19,0,okay,0,19,19,49,143.74812149999707,,,,,,,,,143.68016169999828,144.12358479999966,144.12358479999966,144.12358479999966,,,,151.11693019999802,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/South-Dakota-Outline-Map.jpg,South Dakota,20,20,0,slightly shorter?,0,20,20,40,151.22325159999673,,,,,,,,,151.18451579999964,151.6186635999984,151.6186635999984,151.6186635999984,158.67416819999926,158.67416819999926,158.67416819999926,158.60842529999718,slightly shorter?,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Massachusetts-Outline-Map.jpg,Massachusetts,21,21,0,okay,0,21,21,20,158.67416819999926,,,,,,,,,158.64929279999706,159.13185149999845,159.13185149999845,159.13185149999845,,,,166.12978129999829,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/New-Jersey-Outline-Map.jpg,New Jersey,22,22,0,okay,0,22,22,29,166.21983909999835,,,,,,,,,166.19006359999912,166.63483949999863,166.63483949999863,166.63483949999863,,,,173.6262566999976,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Connecticut-Outline-Map.jpg,Connecticut,23,23,0,okay,0,23,23,6,173.7422916999967,,,,,,,,,173.70372959999804,174.13597440000012,174.13597440000012,174.13597440000012,,,,181.11176899999919,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Maine-Outline-Map.jpg,Maine,24,24,0,okay,0,24,24,18,181.21551949999775,,,,,,,,,181.18016699999862,181.6289760999971,181.6289760999971,181.6289760999971,,,,188.62661549999757,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
states/Hawaii-Outline-Map.jpg,Hawaii,25,25,0,okay,0,25,25,10,188.6956561,,,,,,,,,188.66928379999808,189.12954709999758,189.12954709999758,189.12954709999758,,,,196.12026059999698,okay,,,,,,,,,,,174869,001,2025-04-11_19h00.01.385,state_naming_task,2024.2.4,60.091350872440934,2025-04-11 19h00.06.739034 -0600
